Trait	QTL	Chr	Coord_start	Coord_end	chr	ID	start	end	strand	functional annotation	scaffold 	refined scaffold	arabidopsis gene	gene names	dummy
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10026822	17715884	17757385	-	Putative methyltransferase family protein	scaffold361	scaffold361	AT2G26810.1		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10026823	17725076	17728965	+	Aldolase superfamily protein	scaffold361	scaffold361	AT2G26800.2		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10026824	17760327	17761214	-		scaffold361	scaffold361	AT5G12240.2		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10026825	17762636	17763268	-		scaffold361	scaffold361	AT2G44820.1		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009688	17917457	17919011	-	AP2/B3-like transcriptional factor family protein	scaffold455	scaffold455	AT3G18990.1	REM39,VRN1	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009689	17942727	17945965	+	Telomerase activating protein Est1	scaffold455	scaffold455	AT5G19400.1	SMG7	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009690	17953294	17955515	+	non-specific phospholipase C2	scaffold455	scaffold455	AT2G26870.1	NPC2	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009691	17956378	17958728	-		scaffold455	scaffold455	AT5G13500.1		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009692	17972692	17973729	+	Calcium-dependent lipid-binding (CaLB domain) family protein	scaffold455	scaffold455	AT5G12300.1		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009693	17973735	17973959	+	Calcium-dependent lipid-binding (CaLB domain) family protein	scaffold455	scaffold455	AT5G12300.1		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009695	18005639	18007709	-	RING/U-box superfamily protein	scaffold455	scaffold455	AT5G19430.1		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009696	18014740	18017382	+	ankyrin repeat family protein	scaffold455	scaffold455	AT5G12320.1		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009697	18026585	18027136	+	Lateral root primordium (LRP) protein-related	scaffold455	scaffold455	AT5G66350.1	SHI	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009698	18050129	18051001	-		scaffold455	scaffold455	AT5G12340.1		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009701	18108222	18114673	+	Regulator of chromosome condensation (RCC1) family with FYVE zinc finger domain	scaffold455	scaffold455	AT5G19420.1		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009702	18118154	18120099	+	Tetratricopeptide repeat (TPR)-like superfamily protein	scaffold455	scaffold455	AT5G27110.1		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009703	18125241	18127926	+	cysteine-rich RLK (RECEPTOR-like protein kinase) 2	scaffold455	scaffold455	AT1G70520.1	CRK2	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009704	18128344	18128943	-	acyl-activating enzyme 14	scaffold455	scaffold455	AT1G30520.1	AAE14	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009705	18129527	18130539	+	embryo defective 2739	scaffold455	scaffold455	AT4G14590.1	emb2739	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009706	18138555	18140489	-	Tetratricopeptide repeat (TPR)-like superfamily protein	scaffold455	scaffold455	AT3G57090.1	BIGYIN,FIS1A	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009707	18141222	18141601	-	Tetratricopeptide repeat (TPR)-like superfamily protein	scaffold455	scaffold455	AT5G12390.1	FIS1B	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009708	18147741	18152004	+	3\'-5\'-exoribonuclease family protein	scaffold455	scaffold455	AT3G60500.1	CER7,G3	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009710	18157459	18159569	-	alanine:glyoxylate aminotransferase	scaffold455	scaffold455	AT2G13360.1	AGT,AGT1,SGAT	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009711	18163677	18173383	-	chromatin remodeling 5	scaffold455	scaffold455	AT2G13370.1	CHR5	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009712	18178116	18179069	-	chromatin remodeling 5	scaffold455	scaffold455	AT2G13370.1	CHR5	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009713	18214236	18216670	-	phytochromobilin:ferredoxin oxidoreductase, chloroplast / phytochromobilin synthase (HY2)	scaffold455	scaffold455	AT3G09150.2	ATHY2,GUN3,HY2	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009714	18220378	18221937	+	sugar transporter 14	scaffold455	scaffold455	AT1G77210.1	AtSTP14,STP14	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009715	18222112	18224086	-	NAD(P)-binding Rossmann-fold superfamily protein	scaffold455	scaffold455	AT4G31530.1		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009716	18236309	18238870	+	indigoidine synthase A family protein	scaffold455	scaffold455	AT1G50510.1		1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009717	18246366	18247778	+	scarecrow-like 3	scaffold455	scaffold455	AT1G50420.1	SCL-3,SCL3	1
PM	QPM-crc-LG1 	1	16920407	18739647	1	Lus10009718	18248314	18251987	-	O-acyltransferase (WSD1-like) family protein	scaffold455	scaffold455	AT3G49200.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023399	3909760	3910080	+	ROTUNDIFOLIA like 8	scaffold1216	scaffold1216	AT2G39705.1	DVL11,RTFL8	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023400	3886139	3889585	-	actin-related protein 5	scaffold1216	scaffold1216	AT3G12380.1	ARP5,ATARP5	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023401	3883728	3885763	+	FIZZY-related 3	scaffold1216	scaffold1216	AT5G13840.1	FZR3	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023402	3881202	3882785	+	FtsJ-like methyltransferase family protein	scaffold1216	scaffold1216	AT5G13830.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023404	3876852	3879598	+	SCARECROW-like 14	scaffold1216	scaffold1216	AT1G07530.1	ATGRAS2,GRAS2,SCL14	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023406	3869590	3872425	+	telomeric DNA binding protein 1	scaffold1216	scaffold1216	AT5G13820.1	ATBP-1,ATBP1,ATTBP1,HPPBF-1,TBP1	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023407	3859352	3860852	-	expansin A4	scaffold1216	scaffold1216	AT2G39700.1	ATEXP4,ATEXPA4,ATHEXP ALPHA 1.6,EXPA4	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023408	3850513	3855909	-	protein affected traf&#64257;cking 2	scaffold1216	scaffold1216	AT3G55480.2	PAT2	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023409	3849290	3850000	+	Protein of unknown function, DUF547	scaffold1216	scaffold1216	AT3G12540.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023410	3846485	3848352	+	Calcium-dependent lipid-binding (CaLB domain) family protein	scaffold1216	scaffold1216	AT3G55470.2		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023411	3834655	3845130	+	PLATZ transcription factor family protein	scaffold1216	scaffold1216	AT1G21000.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023412	3837208	3838818	-	Protein of unknown function (DUF506) 	scaffold1216	scaffold1216	AT2G39650.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023413	3830315	3831055	-		scaffold1216	scaffold1216	AT3G55420.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023414	3825684	3827757	-	Nucleotide-diphospho-sugar transferases superfamily protein	scaffold1216	scaffold1216	AT2G39630.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023415	3823122	3824021	-	ENTH/VHS family protein	scaffold1216	scaffold1216	AT3G46540.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023416	3820613	3822344	+	Uncharacterised protein family (UPF0497)	scaffold1216	scaffold1216	AT2G39530.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023417	3818468	3819888	-	RNA-binding (RRM/RBD/RNP motifs) family protein	scaffold1216	scaffold1216	AT5G59950.5		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023418	3814777	3817200	+	heat shock cognate protein 70-1	scaffold1216	scaffold1216	AT5G02500.1	AT-HSC70-1,HSC70,HSC70-1,HSP70-1	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023419	3809589	3810503	-	heat shock protein 70	scaffold1216	scaffold1216	AT3G12580.1	ATHSP70,HSP70	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023420	3807752	3809263	+	FYD	scaffold1216	scaffold1216	AT3G12570.1	FYD	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023421	3803086	3803877	-		scaffold1216	scaffold1216	AT5G59350.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023422	3797445	3800443	+	Prenyltransferase family protein	scaffold1216	scaffold1216	AT2G39550.1	ATGGT-IB,GGB,PGGT-I	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023423	3794271	3796481	+	heat shock protein 70	scaffold1216	scaffold1216	AT3G12580.1	ATHSP70,HSP70	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023425	3782539	3783726	+	F-box/RNI-like/FBD-like domains-containing protein	scaffold1216	scaffold1216	AT5G56440.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023426	3779983	3782266	-	IKI3 family protein	scaffold1216	scaffold1216	AT5G13680.1	ABO1,ELO2	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023427	3777700	3779816	-	IKI3 family protein	scaffold1216	scaffold1216	AT5G13680.1	ABO1,ELO2	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023428	3771589	3776457	+	actin depolymerizing factor 4	scaffold1216	scaffold1216	AT5G59890.1	ADF4,ATADF4	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023429	3767766	3768456	-	Ribosomal protein S8 family protein	scaffold1216	scaffold1216	AT5G59850.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023430	3762491	3764899	-	RAB GTPase homolog 8A	scaffold1216	scaffold1216	AT3G46060.1	ARA-3,ARA3,ATRAB8A,ATRABE1C,RAB8A	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023431	3757115	3759791	-	nodulin MtN21 /EamA-like transporter family protein	scaffold1216	scaffold1216	AT2G39510.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023432	3747226	3748801	-	nodulin MtN21 /EamA-like transporter family protein	scaffold1216	scaffold1216	AT2G39510.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023433	3741768	3742343	+	C2H2-type zinc finger family protein	scaffold1216	scaffold1216	AT2G28710.1		1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023434	3739589	3740310	+	LOB domain-containing protein 24	scaffold1216	scaffold1216	AT3G26660.1	LBD24	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023436	3733128	3734292	-	PsbP-like protein 2	scaffold1216	scaffold1216	AT2G39470.1	PPL2	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023437	3725947	3732607	+	P-glycoprotein  20	scaffold1216	scaffold1216	AT3G55320.1	PGP20	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023438	3724210	3725003	+	ribosomal protein L23AB	scaffold1216	scaffold1216	AT3G55280.1	RPL23AB	1
PM	QPM-crc-LG7	7	3817603	3817863	7	Lus10023439	3716345	3718596	-	Cation efflux family protein	scaffold1216	scaffold1216	AT2G39450.1	ATMTP11,MTP11	1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003188	263132	264257	+	alpha/beta-Hydrolases superfamily protein	scaffold1056	scaffold1056	AT4G10955.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003189	265156	266043	-	Glycine-rich protein family	scaffold1056	scaffold1056	AT1G64450.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003190	267530	269275	-	phosphoinositide 4-kinase gamma 4	scaffold1056	scaffold1056	AT2G46500.1	ATPI4K GAMMA 4,PI4K GAMMA 4,UBDK GAMMA 4	1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003191	272403	273577	-	calcineurin B-like protein 8	scaffold1056	scaffold1056	AT1G64480.1	CBL8	1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003192	277364	278411	+	Nuclear transport factor 2 (NTF2) family protein	scaffold1056	scaffold1056	AT4G10925.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003193	279777	280295	-		scaffold1056	scaffold1056	AT3G61920.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003194	282536	283651	+	Glutaredoxin family protein	scaffold1056	scaffold1056	AT1G64500.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003195	285421	288267	+	3-ketoacyl-acyl carrier protein synthase I	scaffold1056	scaffold1056	AT5G46290.1	KAS I,KAS1	1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003196	291258	296252	+	cellulose synthase like G3	scaffold1056	scaffold1056	AT4G23990.1	ATCSLG3,CSLG3	1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003197	298154	304357	+	regulatory particle non-ATPase 12A	scaffold1056	scaffold1056	AT1G64520.1	RPN12a	1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003198	300358	302997	-		scaffold1056	scaffold1056	AT4G10890.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003199	307494	311014	+	NIN like protein 7	scaffold1056	scaffold1056	AT4G24020.1	NLP7	1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003200	312030	313968	-	Nodulin MtN3 family protein	scaffold1056	scaffold1056	AT4G10850.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003201	317206	319633	-	Tetratricopeptide repeat (TPR)-like superfamily protein	scaffold1056	scaffold1056	AT4G10840.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003202	323224	326367	+	Heat shock protein 70 (Hsp 70) family protein	scaffold1056	scaffold1056	AT5G42020.1	BIP,BIP2	1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003203	327536	330775	-	carbon-nitrogen hydrolase family protein	scaffold1056	scaffold1056	AT1G55090.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003204	336640	339049	+	NAD(P)-binding Rossmann-fold superfamily protein	scaffold1056	scaffold1056	AT4G24050.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003205	343565	345951	+	methyltransferases;copper ion binding	scaffold1056	scaffold1056	AT1G64600.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003206	348262	350715	-	Transducin/WD40 repeat-like superfamily protein	scaffold1056	scaffold1056	AT1G64610.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003207	353837	357219	+	Dof-type zinc finger DNA-binding family protein	scaffold1056	scaffold1056	AT4G24060.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003208	366182	369055	+	Dof-type zinc finger DNA-binding family protein	scaffold1056	scaffold1056	AT4G24060.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003209	370573	371047	-	ORMDL family protein	scaffold1056	scaffold1056	AT5G42000.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003210	373223	374992	-		scaffold1056	scaffold1056	AT5G61820.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003211	376018	377764	+	HIT-type Zinc finger family protein	scaffold1056	scaffold1056	AT5G63830.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003212	383625	384698	+	cytochrome BC1 synthesis	scaffold1056	scaffold1056	AT3G50930.1	BCS1	1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003213	385863	387458	+	P-loop containing nucleoside triphosphate hydrolases superfamily protein	scaffold1056	scaffold1056	AT5G17740.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003214	388449	390412	+	UBX domain-containing protein	scaffold1056	scaffold1056	AT4G10790.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003215	391932	395766	+	with no lysine (K) kinase 8	scaffold1056	scaffold1056	AT5G41990.1	ATWNK8,WNK8	1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003216	395926	396769	+	F-box/RNI-like superfamily protein	scaffold1056	scaffold1056	AT3G58860.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003217	399501	402858	+	oligopeptide transporter 7	scaffold1056	scaffold1056	AT4G10770.1	ATOPT7,OPT7	1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003218	404128	405177	+	Biotin/lipoate A/B protein ligase family	scaffold1056	scaffold1056	AT3G29010.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003219	407319	409900	-	Major facilitator superfamily protein	scaffold1056	scaffold1056	AT1G64650.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10003220	411089	411340	-	Phosphoenolpyruvate carboxylase family protein	scaffold1056	scaffold1056	AT4G10750.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10001672	453392	456160	+	methionine gamma-lyase	scaffold2739	scaffold2739	AT1G64660.1	ATMGL,MGL	1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10001673	449563	451519	+	esterase/lipase/thioesterase family protein	scaffold2739	scaffold2739	AT3G50790.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10001674	448034	448498	+	Protein of unknown function, DUF538	scaffold2739	scaffold2739	AT4G24130.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10001675	443216	446595	-	Tetratricopeptide repeat (TPR)-like superfamily protein	scaffold2739	scaffold2739	AT5G41950.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10001676	438146	438925	-		scaffold2739	scaffold2739	AT4G24110.1		1
PM	QPM-crc-LG9	9	357191	357510	9	Lus10001677	429431	436772	-	Protein kinase superfamily protein	scaffold2739	scaffold2739	AT4G10730.1		1
